atp,location,tournament,date,series,court,surface,round,best of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,wta,tier
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,1st Round,3,Siegemund L.,Bronzetti L.,158.0,52.0,397.0,996.0,2.0,6.0,6.0,4.0,6.0,3.0,,,,,2.0,1.0,Completed,2.0,1.8,2.16,1.75,2.17,1.85,2.07,1.76,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,1st Round,3,Davis L.,Kovinic D.,57.0,55.0,954.0,966.0,1.0,6.0,7.0,5.0,6.0,1.0,,,,,2.0,1.0,Completed,1.44,2.75,1.42,3.07,1.44,3.25,1.39,3.01,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,1st Round,3,Potapova A.,Stephens S.,44.0,36.0,1079.0,1244.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.0,1.8,2.09,1.82,2.15,1.82,2.03,1.8,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,1st Round,3,Linette M.,Sherif M.,45.0,54.0,1060.0,991.0,7.0,5.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.24,4.42,1.25,4.8,1.22,4.28,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,1st Round,3,Vondrousova M.,Riske-Amritraj A.,86.0,49.0,732.0,1013.0,5.0,7.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.2,4.5,1.22,4.85,1.27,4.85,1.21,4.42,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,1st Round,3,Zhang S.,Tig P.M.,22.0,777.0,1600.0,29.0,6.0,1.0,4.0,6.0,6.0,0.0,,,,,2.0,1.0,Completed,1.08,8.0,1.1,7.97,1.11,8.81,1.09,7.52,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,1st Round,3,Gracheva V.,Kasatkina D.,97.0,8.0,630.0,3500.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,6.0,1.13,7.09,1.13,7.1,1.15,6.46,1.12,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,1st Round,3,Liu C.,Brengle M.,62.0,72.0,912.0,831.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.67,2.32,1.68,2.5,1.63,2.29,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,1st Round,3,Parrizas Diaz N.,Haddad Maia B.,75.0,14.0,790.0,2255.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,4.5,1.2,4.89,1.21,4.95,1.22,4.58,1.2,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Bucsa C.,Andreescu B.,100.0,43.0,611.0,1121.0,2.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,5.0,1.17,6.17,1.15,6.17,1.2,5.29,1.16,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Ostapenko J.,Bondar A.,17.0,81.0,2040.0,756.0,7.0,6.0,5.0,7.0,6.0,0.0,,,,,2.0,1.0,Completed,1.2,4.5,1.2,4.98,1.24,5.0,1.2,4.62,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Sakkari M.,Shnaider D.,6.0,106.0,3921.0,593.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,1.17,5.0,1.17,5.53,1.23,5.53,1.18,4.94,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Swiatek I.,Osorio M.,1.0,84.0,11025.0,744.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.04,17.5,1.05,17.5,1.03,12.47,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Zhu L.,Teichmann J.,87.0,33.0,724.0,1429.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.75,1.44,3.0,1.43,3.01,1.46,2.86,1.43,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Pegula J.,Sasnovich A.,3.0,38.0,5000.0,1231.0,6.0,2.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.15,6.1,1.17,6.4,1.14,5.64,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Kalinina A.,Kvitova P.,39.0,15.0,1227.0,2221.0,7.0,5.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.45,1.6,2.62,1.63,2.42,1.57,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Krejcikova B.,Burel C.,23.0,130.0,1600.0,499.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.16,5.76,1.22,5.76,1.17,5.19,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Keys M.,Wang Xin.,13.0,79.0,2318.0,768.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.48,1.2,5.48,1.18,4.94,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Baindl K.,Mcnally C.,95.0,94.0,638.0,661.0,6.0,1.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.75,1.49,2.9,1.55,2.6,1.5,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Gauff C.,Raducanu E.,7.0,77.0,3762.0,784.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.28,3.97,1.34,3.97,1.29,3.64,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Rybakina E.,Juvan K.,25.0,104.0,1585.0,603.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.36,1.2,5.5,1.17,5.01,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Kostyuk M.,Gadecki O.,61.0,199.0,915.0,326.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.16,6.03,1.17,6.5,1.14,5.79,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Pera B.,Zheng Q.,41.0,28.0,1145.0,1534.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.5,1.3,3.67,1.32,3.67,1.36,3.44,1.32,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Collins D.,Muchova K.,11.0,133.0,2388.0,476.0,6.0,7.0,6.0,2.0,7.0,6.0,,,,,2.0,1.0,Completed,1.57,2.38,1.63,2.39,1.65,2.45,1.59,2.36,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-18,,Outdoor,Hard,2nd Round,3,Azarenka V.,Podoroska N.,24.0,191.0,1598.0,335.0,6.0,1.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.1,7.0,1.09,8.58,1.12,8.58,1.1,7.46,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Volynets K.,Kudermetova V.,113.0,9.0,556.0,2800.0,6.0,4.0,2.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,9.0,1.07,9.01,1.09,10.09,1.11,8.11,1.08,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Alexandrova E.,Townsend T.,18.0,135.0,1910.0,471.0,1.0,6.0,6.0,2.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.44,3.0,1.46,3.15,1.39,3.0,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Sabalenka A.,Rogers S.,5.0,51.0,4340.0,1002.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.21,4.95,1.25,5.05,1.2,4.65,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Mertens E.,Davis L.,32.0,57.0,1449.0,954.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.74,2.21,1.84,2.25,1.71,2.15,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Linette M.,Kontaveit A.,45.0,19.0,1060.0,1909.0,3.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,2.5,1.53,2.35,1.66,2.65,1.66,2.45,1.56,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Siegemund L.,Begu I.,158.0,30.0,397.0,1472.0,5.0,7.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,3.23,1.39,3.35,1.4,3.12,1.37,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Giorgi C.,Schmiedlova A.,70.0,105.0,836.0,603.0,6.0,4.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.43,3.05,1.46,3.05,1.42,2.89,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Vekic D.,Samsonova L.,64.0,20.0,906.0,1905.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,,,2.98,1.44,3.06,1.44,2.92,1.41,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Pliskova Ka.,Putintseva Y.,31.0,47.0,1450.0,1054.0,6.0,0.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.94,1.48,3.0,1.43,2.83,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Fruhvirtova L.,Birrell K.,82.0,167.0,746.0,374.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.41,3.14,1.47,3.25,1.4,2.97,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Parrizas Diaz N.,Potapova A.,75.0,44.0,790.0,1079.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.57,1.56,2.7,1.56,2.54,1.52,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Zhang S.,Martic P.,22.0,37.0,1600.0,1237.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.18,1.75,2.18,1.86,2.1,1.75,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Garcia C.,Fernandez L.A.,4.0,40.0,4415.0,1198.0,7.0,6.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.49,2.8,1.53,2.92,1.47,2.68,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Gracheva V.,Stefanini L.,97.0,141.0,630.0,447.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.56,2.56,1.67,2.7,1.52,2.54,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Bencic B.,Liu C.,10.0,62.0,2735.0,912.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.09,9.0,1.11,9.0,1.08,8.06,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-19,,Outdoor,Hard,2nd Round,3,Vondrousova M.,Jabeur O.,86.0,2.0,732.0,5140.0,6.0,1.0,5.0,7.0,6.0,1.0,,,,,2.0,1.0,Completed,2.1,1.73,2.12,1.79,2.16,1.83,2.08,1.76,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-20,,Outdoor,Hard,3rd Round,3,Krejcikova B.,Kalinina A.,23.0,39.0,1600.0,1227.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.72,2.25,1.72,2.3,1.67,2.22,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-20,,Outdoor,Hard,3rd Round,3,Rybakina E.,Collins D.,25.0,11.0,1585.0,2388.0,6.0,2.0,5.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.65,2.38,1.73,2.46,1.64,2.27,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-20,,Outdoor,Hard,3rd Round,3,Pegula J.,Kostyuk M.,3.0,61.0,5000.0,915.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.27,4.27,1.34,4.27,1.29,3.65,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-20,,Outdoor,Hard,3rd Round,3,Gauff C.,Pera B.,7.0,41.0,3762.0,1145.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.18,5.76,1.22,5.76,1.17,5.25,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-20,,Outdoor,Hard,3rd Round,3,Ostapenko J.,Baindl K.,17.0,95.0,2040.0,638.0,6.0,3.0,6.0,0.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,3.0,1.45,3.15,1.39,3.0,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-20,,Outdoor,Hard,3rd Round,3,Swiatek I.,Bucsa C.,1.0,100.0,11025.0,611.0,6.0,0.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.04,18.49,1.05,18.49,1.03,13.7,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-20,,Outdoor,Hard,3rd Round,3,Azarenka V.,Keys M.,24.0,13.0,1598.0,2318.0,1.0,6.0,6.0,2.0,6.0,1.0,,,,,2.0,1.0,Completed,1.73,2.1,1.83,2.08,1.86,2.15,1.77,2.06,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-20,,Outdoor,Hard,3rd Round,3,Zhu L.,Sakkari M.,87.0,6.0,724.0,3921.0,7.0,6.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,5.0,1.17,5.38,1.2,6.0,1.2,5.14,1.17,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-21,,Outdoor,Hard,3rd Round,3,Pliskova Ka.,Gracheva V.,31.0,97.0,1450.0,630.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.29,4.03,1.3,4.25,1.27,3.79,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-21,,Outdoor,Hard,3rd Round,3,Vekic D.,Parrizas Diaz N.,64.0,75.0,906.0,790.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.37,3.36,1.42,3.4,1.39,3.04,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-21,,Outdoor,Hard,3rd Round,3,Bencic B.,Giorgi C.,10.0,70.0,2735.0,836.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.27,4.2,1.27,4.45,1.23,4.17,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-21,,Outdoor,Hard,3rd Round,3,Zhang S.,Volynets K.,22.0,113.0,1600.0,556.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.43,3.09,1.43,3.2,1.4,2.97,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-21,,Outdoor,Hard,3rd Round,3,Fruhvirtova L.,Vondrousova M.,82.0,86.0,746.0,732.0,7.0,5.0,2.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,3.2,1.36,3.75,1.32,3.75,1.38,3.39,1.33,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-21,,Outdoor,Hard,3rd Round,3,Sabalenka A.,Mertens E.,5.0,32.0,4340.0,1449.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.2,5.29,1.23,5.29,1.2,4.57,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-21,,Outdoor,Hard,3rd Round,3,Garcia C.,Siegemund L.,4.0,158.0,4415.0,397.0,1.0,6.0,6.0,3.0,6.0,3.0,,,,,2.0,1.0,Completed,1.1,7.0,1.08,10.42,1.13,10.42,1.1,7.22,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-21,,Outdoor,Hard,3rd Round,3,Linette M.,Alexandrova E.,45.0,18.0,1060.0,1910.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,2.3,1.62,2.33,1.68,2.4,1.73,2.23,1.66,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-22,,Outdoor,Hard,4th Round,3,Rybakina E.,Swiatek I.,25.0,1.0,1585.0,11025.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.33,1.22,4.56,1.24,4.56,1.27,4.1,1.24,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-22,,Outdoor,Hard,4th Round,3,Ostapenko J.,Gauff C.,17.0,7.0,2040.0,3762.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,4.5,1.2,4.34,1.26,4.6,1.26,4.32,1.22,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-22,,Outdoor,Hard,4th Round,3,Pegula J.,Krejcikova B.,3.0,23.0,5000.0,1600.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.44,3.02,1.54,3.02,1.43,2.85,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-22,,Outdoor,Hard,4th Round,3,Azarenka V.,Zhu L.,24.0,87.0,1598.0,724.0,4.0,6.0,6.0,1.0,6.0,4.0,,,,,2.0,1.0,Completed,1.14,5.5,1.16,6.31,1.2,6.31,1.14,5.67,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-23,,Outdoor,Hard,4th Round,3,Sabalenka A.,Bencic B.,5.0,10.0,4340.0,2735.0,7.0,5.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.78,2.2,1.78,2.32,1.7,2.18,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-23,,Outdoor,Hard,4th Round,3,Vekic D.,Fruhvirtova L.,64.0,82.0,906.0,746.0,6.0,2.0,1.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.4,3.0,1.39,3.27,1.46,3.27,1.39,3.02,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-23,,Outdoor,Hard,4th Round,3,Linette M.,Garcia C.,45.0,4.0,1060.0,4415.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.0,1.4,3.15,1.41,3.4,1.43,3.05,1.38,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-23,,Outdoor,Hard,4th Round,3,Pliskova Ka.,Zhang S.,31.0,22.0,1450.0,1600.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.46,2.96,1.5,2.96,1.45,2.8,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-24,,Outdoor,Hard,Quarterfinals,3,Rybakina E.,Ostapenko J.,25.0,17.0,1585.0,2040.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.39,3.27,1.44,3.3,1.37,3.13,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-24,,Outdoor,Hard,Quarterfinals,3,Azarenka V.,Pegula J.,24.0,3.0,1598.0,5000.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.72,1.32,3.77,1.41,3.4,1.33,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-25,,Outdoor,Hard,Quarterfinals,3,Linette M.,Pliskova Ka.,45.0,31.0,1060.0,1450.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.5,1.6,2.58,1.64,2.4,1.58,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-25,,Outdoor,Hard,Quarterfinals,3,Sabalenka A.,Vekic D.,5.0,64.0,4340.0,906.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.28,4.12,1.31,4.12,1.29,3.7,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-26,,Outdoor,Hard,Semifinals,3,Rybakina E.,Azarenka V.,25.0,24.0,1585.0,1598.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.5,2.8,1.54,2.91,1.48,2.73,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-26,,Outdoor,Hard,Semifinals,3,Sabalenka A.,Linette M.,5.0,45.0,4340.0,1060.0,7.0,6.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.18,5.59,1.23,5.59,1.19,4.88,5.0,Grand Slam
,Melbourne,Australian Open,2023-01-28,,Outdoor,Hard,The Final,3,Sabalenka A.,Rybakina E.,5.0,25.0,4340.0,1585.0,4.0,6.0,6.0,3.0,6.0,4.0,,,,,2.0,1.0,Completed,1.8,2.1,1.77,2.18,1.86,2.22,1.78,2.09,5.0,Grand Slam
,Hua Hin,Thailand Open,2023-01-30,,Outdoor,Hard,1st Round,3,Tsurenko L.,Bonaventure Y.,136.0,97.0,473.0,684.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.57,2.38,1.64,2.39,1.67,2.45,1.58,2.34,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-30,,Outdoor,Hard,1st Round,3,Jang S.,Boulter K.,149.0,121.0,417.0,541.0,6.0,3.0,4.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,4.0,1.25,4.14,1.27,4.4,1.29,3.89,1.25,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-30,,Outdoor,Hard,1st Round,3,Wang Xin.,Zueger J.,81.0,180.0,768.0,365.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.27,4.11,1.28,4.4,1.24,4.01,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-30,,Outdoor,Hard,1st Round,3,Zhu L.,Wang Xiy.,54.0,59.0,955.0,919.0,4.0,6.0,6.0,3.0,6.0,0.0,,,,,2.0,1.0,Completed,1.57,2.38,1.57,2.55,1.62,2.72,1.55,2.4,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-30,,Outdoor,Hard,1st Round,3,Zidansek T.,Sharma A.,132.0,219.0,497.0,298.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.6,2.47,1.62,2.6,1.56,2.4,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-30,,Outdoor,Hard,1st Round,3,Bjorklund M.,Tararudee L.,153.0,365.0,408.0,143.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.58,2.52,1.58,2.63,1.52,2.47,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Maria T.,Eala A.,63.0,217.0,884.0,299.0,6.0,2.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.58,2.52,1.58,2.63,1.52,2.51,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Hibino N.,Savinykh V.,139.0,230.0,451.0,284.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.44,2.75,1.48,2.84,1.5,2.96,1.44,2.74,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Watson H.,Putintseva Y.,160.0,44.0,389.0,1114.0,5.0,7.0,6.0,4.0,7.0,6.0,,,,,2.0,1.0,Completed,3.5,1.3,3.55,1.34,3.75,1.36,3.39,1.31,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Han N.L.,Ruse E.G.,176.0,144.0,376.0,436.0,6.0,4.0,1.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,2.3,1.62,2.62,1.55,2.63,1.63,2.43,1.54,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Kalinskaya A.,Makarova E.,53.0,221.0,956.0,294.0,6.0,1.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.07,10.7,1.07,10.7,1.06,8.85,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Zakharova A.,Schmiedlova A.,186.0,92.0,358.0,703.0,3.0,6.0,7.0,5.0,6.0,3.0,,,,,2.0,1.0,Completed,2.5,1.53,2.73,1.51,2.77,1.53,2.56,1.5,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Fruhvirtova L.,Mattek-Sands B.,51.0,,978.0,,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.08,8.0,1.08,9.92,1.1,11.0,1.08,7.8,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Kostyuk M.,Liang E.S.,60.0,364.0,915.0,143.0,6.0,7.0,6.0,3.0,6.0,0.0,,,,,2.0,1.0,Completed,1.08,8.0,1.11,8.15,1.11,8.15,1.09,7.32,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Yastremska D.,Uchijima M.,103.0,116.0,611.0,548.0,6.0,3.0,6.0,7.0,6.0,2.0,,,,,2.0,1.0,Completed,1.67,2.2,1.63,2.4,1.71,2.4,1.66,2.19,6.0,WTA250
,Hua Hin,Thailand Open,2023-01-31,,Outdoor,Hard,1st Round,3,Andreescu B.,Dart H.,42.0,104.0,1191.0,607.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.19,5.35,1.19,5.75,1.16,5.15,6.0,WTA250
,Hua Hin,Thailand Open,2023-02-01,,Outdoor,Hard,2nd Round,3,Zhu L.,Jang S.,54.0,149.0,955.0,417.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.25,4.38,1.26,4.5,1.23,4.11,6.0,WTA250
,Hua Hin,Thailand Open,2023-02-01,,Outdoor,Hard,2nd Round,3,Wang Xin.,Bjorklund M.,81.0,153.0,768.0,408.0,6.0,3.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.43,3.03,1.46,3.2,1.39,2.94,6.0,WTA250
,Hua Hin,Thailand Open,2023-02-01,,Outdoor,Hard,2nd Round,3,Zidansek T.,Fruhvirtova L.,132.0,51.0,497.0,978.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,3.0,1.4,3.27,1.37,3.27,1.4,3.04,1.37,6.0,WTA250
,Hua Hin,Thailand Open,2023-02-01,,Outdoor,Hard,2nd Round,3,Tsurenko L.,Kalinskaya A.,136.0,53.0,473.0,956.0,6.0,0.0,6.0,7.0,6.0,4.0,,,,,2.0,1.0,Completed,2.5,1.53,2.7,1.52,2.7,1.55,2.55,1.5,6.0,WTA250
