atp,location,tournament,date,series,court,surface,round,best of,winner,loser,wrank,lrank,wpts,lpts,w1,l1,w2,l2,w3,l3,w4,l4,w5,l5,wsets,lsets,comment,b365w,b365l,psw,psl,maxw,maxl,avgw,avgl,wta,tier,pinnacle_prob_w,pinnacle_prob_l,offer_odds_w,offer_odds_l,offer_source,market_prob_w,market_prob_l,value_edge_w,value_edge_l
19.0,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Fritz T.,Nava E.,10.0,182.0,2975.0,323.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.06,10.0,1.07,11.85,1.07,11.85,1.05,9.86,,,0.9171826625386997,0.08281733746130031,1.07,11.85,max,0.9345794392523364,0.08438818565400844,-0.018614551083591224,-0.018614551083591335
19.0,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Kecmanovic M.,Humbert U.,35.0,78.0,1120.0,713.0,6.0,4.0,6.0,7.0,7.0,6.0,,,,,2.0,1.0,Completed,1.91,1.91,2.07,1.83,2.07,1.92,1.94,1.85,,,0.46923076923076923,0.5307692307692307,2.07,1.92,max,0.48309178743961356,0.5208333333333334,-0.028692307692307795,0.01907692307692277
19.0,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Dimitrov G.,Struff J.L.,27.0,103.0,1450.0,543.0,4.0,6.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.44,2.75,1.54,2.63,1.57,2.75,1.49,2.58,,,0.6306954436450839,0.36930455635491605,1.57,2.75,max,0.6369426751592356,0.36363636363636365,-0.009808153477218196,0.015587529976019088
19.0,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Alcaraz C.,Bagnis F.,1.0,100.0,7420.0,561.0,6.0,0.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.01,23.0,1.02,31.56,1.02,32.56,1.01,20.39,,,0.9686924493554327,0.03130755064456722,1.02,32.56,max,0.9803921568627451,0.03071253071253071,-0.01193370165745855,0.01937384898710892
19.0,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Davidovich Fokina A.,Nakashima B.,25.0,45.0,1545.0,927.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.61,2.46,1.62,2.48,1.58,2.36,,,0.6044226044226043,0.3955773955773956,1.62,2.48,max,0.6172839506172839,0.40322580645161293,-0.020835380835380946,-0.018968058968058976
19.0,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Lajovic D.,Cressy M.,76.0,37.0,728.0,1016.0,6.0,4.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.3,1.68,2.58,1.68,2.32,1.6,,,0.42211055276381915,0.5778894472361809,2.58,1.68,max,0.38759689922480617,0.5952380952380952,0.08904522613065335,-0.029145728643216184
19.0,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Ruud C.,Ivashka I.,4.0,80.0,5560.0,696.0,6.0,2.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.45,2.96,1.45,3.23,1.41,2.87,,,0.671201814058957,0.3287981859410431,1.45,3.23,max,0.6896551724137931,0.30959752321981426,-0.026757369614512472,0.062018140589569226
19.0,Miami,Miami Open,2023-03-24,Masters 1000,Outdoor,Hard,2nd Round,3,Rune H.,Fucsovics M.,8.0,74.0,3325.0,732.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.33,3.4,1.32,3.69,1.33,3.69,1.3,3.46,,,0.7365269461077845,0.26347305389221565,1.33,3.69,max,0.7518796992481203,0.2710027100271003,-0.02041916167664659,-0.02778443113772433
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Daniel T.,Zverev A.,97.0,15.0,583.0,2580.0,6.0,0.0,6.0,4.0,,,,,,,2.0,0.0,Completed,4.5,1.2,5.1,1.2,5.1,1.21,4.61,1.19,,,0.19047619047619047,0.8095238095238094,5.1,1.21,max,0.19607843137254904,0.8264462809917356,-0.028571428571428692,-0.020476190476190648
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Cerundolo F.,Kovacevic A.,31.0,102.0,1320.0,546.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.67,2.2,1.79,2.13,1.79,2.22,1.71,2.12,,,0.5433673469387755,0.4566326530612245,1.79,2.22,max,0.5586592178770949,0.4504504504504504,-0.02737244897959179,0.01372448979591856
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Eubanks C.,Coric B.,119.0,20.0,479.0,1905.0,3.0,6.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,3.2,1.36,3.3,1.38,3.3,1.42,3.03,1.38,,,0.2948717948717949,0.7051282051282052,3.3,1.42,max,0.30303030303030304,0.7042253521126761,-0.02692307692307694,0.0012820512820512775
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Tsitsipas S.,Gasquet R.,3.0,40.0,5770.0,960.0,,,,,,,,,,,,,Walkover,1.17,5.0,1.23,4.69,1.23,5.36,1.18,4.75,,,0.7922297297297297,0.20777027027027026,1.23,5.36,max,0.8130081300813008,0.18656716417910446,-0.02555743243243247,0.11364864864864854
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Lehecka J.,Musetti L.,44.0,21.0,941.0,1840.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.4,3.0,1.46,2.9,1.46,3.08,1.42,2.83,,,0.6651376146788991,0.33486238532110096,1.46,3.08,max,0.684931506849315,0.3246753246753247,-0.028899082568807355,0.03137614678899103
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Garin C.,Baez S.,82.0,33.0,672.0,1170.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.53,2.5,1.6,2.48,1.6,2.5,1.56,2.4,,,0.6078431372549019,0.39215686274509803,1.6,2.5,max,0.625,0.4,-0.027450980392156876,-0.019607843137254943
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Mcdonald M.,Berrettini M.,55.0,23.0,865.0,1732.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.75,1.44,2.93,1.45,3.0,1.51,2.81,1.43,,,0.33105022831050224,0.6689497716894978,3.0,1.51,max,0.3333333333333333,0.6622516556291391,-0.006849315068493289,0.010114155251141677
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Molcan A.,Nishioka Y.,56.0,34.0,865.0,1144.0,7.0,6.0,1.0,6.0,6.0,2.0,,,,,2.0,1.0,Completed,2.0,1.8,2.15,1.77,2.15,1.8,2.07,1.75,,,0.45153061224489793,0.548469387755102,2.15,1.8,max,0.46511627906976744,0.5555555555555556,-0.029209183673469474,-0.012755102040816313
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Halys Q.,De Minaur A.,79.0,18.0,705.0,2085.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,3.5,1.3,3.7,1.32,3.7,1.32,3.51,1.3,,,0.26294820717131473,0.7370517928286854,3.7,1.32,max,0.27027027027027023,0.7575757575757576,-0.027091633466135412,-0.0270916334661353
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Auger-Aliassime F.,Monteiro T.,6.0,81.0,3415.0,680.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.08,9.95,1.08,10.75,1.06,8.92,,,0.9020852221214869,0.09791477787851316,1.08,10.75,max,0.9259259259259258,0.09302325581395349,-0.0257479601087941,0.05258386219401645
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Sonego L.,Evans D.,59.0,29.0,835.0,1345.0,4.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,1.44,2.75,1.48,2.83,1.5,3.27,1.44,2.77,,,0.6566125290023201,0.3433874709976798,1.5,3.27,max,0.6666666666666666,0.3058103975535168,-0.015081206496519783,0.12287703016241291
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Hurkacz H.,Kokkinakis T.,9.0,94.0,3065.0,607.0,6.0,7.0,7.0,6.0,7.0,6.0,,,,,2.0,1.0,Completed,1.3,3.5,1.35,3.44,1.35,3.65,1.31,3.43,,,0.7181628392484342,0.2818371607515658,1.35,3.65,max,0.7407407407407407,0.273972602739726,-0.030480167014613868,0.028705636743215024
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Khachanov K.,Etcheverry T.,16.0,73.0,2505.0,734.0,6.0,1.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.3,3.5,1.3,3.81,1.32,3.81,1.29,3.55,,,0.74559686888454,0.25440313111545987,1.32,3.81,max,0.7575757575757576,0.26246719160104987,-0.015812133072407142,-0.03072407045009784
19.0,Miami,Miami Open,2023-03-25,Masters 1000,Outdoor,Hard,2nd Round,3,Medvedev D.,Carballes Baena R.,5.0,84.0,4330.0,665.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.02,19.0,1.03,22.22,1.03,22.22,1.02,15.38,,,0.9556989247311828,0.0443010752688172,1.03,22.22,max,0.970873786407767,0.045004500450045004,-0.015630107526881654,-0.015630107526881876
19.0,Miami,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Tiafoe F.,Watanuki Y.,14.0,123.0,2710.0,474.0,6.0,7.0,7.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.17,5.0,1.16,5.99,1.22,6.04,1.17,5.05,,,0.8377622377622379,0.16223776223776223,1.22,6.04,max,0.819672131147541,0.16556291390728478,0.0220699300699303,-0.02008391608391613
19.0,Miami,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Barrere G.,Norrie C.,65.0,12.0,801.0,2815.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,6.0,1.13,5.91,1.16,6.5,1.16,5.79,1.13,,,0.16407355021216405,0.8359264497878359,6.5,1.16,max,0.15384615384615385,0.8620689655172414,0.06647807637906622,-0.0303253182461104
19.0,Miami,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,2nd Round,3,Mannarino A.,Shelton B.,62.0,39.0,826.0,989.0,6.0,4.0,3.0,6.0,6.0,1.0,,,,,2.0,1.0,Completed,2.2,1.67,2.31,1.68,2.36,1.7,2.22,1.65,,,0.42105263157894735,0.5789473684210525,2.36,1.7,max,0.42372881355932207,0.5882352941176471,-0.006315789473684275,-0.015789473684210686
19.0,Miami,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Paul T.,Davidovich Fokina A.,19.0,25.0,2045.0,1545.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.58,2.56,1.63,2.56,1.6,2.32,,,0.6183574879227054,0.38164251207729477,1.63,2.56,max,0.6134969325153374,0.390625,0.007922705314009626,-0.0229951690821254
19.0,Miami,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Rune H.,Schwartzman D.,8.0,38.0,3325.0,990.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.17,5.0,1.19,5.36,1.19,5.36,1.17,4.99,,,0.818320610687023,0.1816793893129771,1.19,5.36,max,0.8403361344537815,0.18656716417910446,-0.026198473282442625,-0.026198473282442625
19.0,Miami,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Fritz T.,Shapovalov D.,10.0,30.0,2975.0,1345.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.39,3.27,1.39,3.46,1.34,3.22,,,0.701716738197425,0.2982832618025751,1.39,3.46,max,0.7194244604316548,0.28901734104046245,-0.024613733905579305,0.03206008583690978
19.0,Miami,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Rublev A.,Kecmanovic M.,7.0,35.0,3390.0,1120.0,6.0,1.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.23,4.69,1.29,4.8,1.22,4.25,,,0.7922297297297297,0.20777027027027026,1.29,4.8,max,0.7751937984496123,0.20833333333333334,0.021976351351351342,-0.002702702702702786
19.0,Miami,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Ruusuvuori E.,Daniel T.,54.0,97.0,866.0,583.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.62,2.46,1.62,2.6,1.55,2.43,,,0.6029411764705883,0.3970588235294118,1.62,2.6,max,0.6172839506172839,0.3846153846153846,-0.02323529411764691,0.032352941176470695
19.0,Miami,Miami Open,2023-03-26,Masters 1000,Outdoor,Hard,3rd Round,3,Alcaraz C.,Lajovic D.,1.0,76.0,7420.0,728.0,6.0,0.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.03,15.0,1.03,24.76,1.03,24.76,1.02,14.98,,,0.9600620395502132,0.03993796044978674,1.03,24.76,max,0.970873786407767,0.04038772213247173,-0.011136099263280408,-0.011136099263280297
19.0,Miami,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Sinner J.,Dimitrov G.,11.0,27.0,2925.0,1450.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.25,4.44,1.25,4.44,1.22,4.17,,,0.7803163444639719,0.21968365553602812,1.25,4.44,max,0.8,0.2252252252252252,-0.024604569420035083,-0.024604569420035083
19.0,Miami,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Van De Zandschulp B.,Ruud C.,32.0,4.0,1170.0,5560.0,3.0,6.0,6.0,4.0,6.0,4.0,,,,,2.0,1.0,Completed,3.5,1.3,3.54,1.35,3.6,1.37,3.37,1.32,,,0.27607361963190186,0.7239263803680981,3.6,1.37,max,0.2777777777777778,0.7299270072992701,-0.006134969325153339,-0.008220858895705563
19.0,Miami,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Medvedev D.,Molcan A.,5.0,56.0,4330.0,865.0,,,,,,,,,,,,,Walkover,1.05,11.0,1.06,13.8,1.06,13.8,1.04,11.12,,,0.9286675639300135,0.07133243606998656,1.06,13.8,max,0.9433962264150942,0.07246376811594203,-0.015612382234185707,-0.015612382234185485
19.0,Miami,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Khachanov K.,Lehecka J.,16.0,44.0,2505.0,941.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.73,2.1,1.83,2.09,1.83,2.19,1.74,2.07,,,0.5331632653061223,0.4668367346938776,1.83,2.19,max,0.5464480874316939,0.4566210045662101,-0.024311224489796057,0.022372448979592008
19.0,Miami,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Tsitsipas S.,Garin C.,3.0,82.0,5770.0,672.0,6.0,3.0,4.0,6.0,6.0,4.0,,,,,2.0,1.0,Completed,1.3,3.5,1.3,3.91,1.35,4.0,1.29,3.55,,,0.7504798464491362,0.24952015355086377,1.35,4.0,max,0.7407407407407407,0.25,0.013147792706333927,-0.0019193857965449368
19.0,Miami,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Halys Q.,Mcdonald M.,79.0,55.0,705.0,865.0,7.0,6.0,6.0,3.0,,,,,,,2.0,0.0,Completed,2.38,1.57,2.34,1.68,2.55,1.71,2.31,1.61,,,0.41791044776119407,0.582089552238806,2.55,1.71,max,0.3921568627450981,0.5847953216374269,0.06567164179104479,-0.004626865671641833
19.0,Miami,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Cerundolo F.,Auger-Aliassime F.,31.0,6.0,1320.0,3415.0,6.0,2.0,7.0,5.0,,,,,,,2.0,0.0,Completed,4.33,1.22,4.61,1.24,4.67,1.24,4.36,1.21,,,0.21196581196581193,0.788034188034188,4.67,1.24,max,0.21413276231263384,0.8064516129032259,-0.010119658119658315,-0.022837606837606828
19.0,Miami,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Mannarino A.,Hurkacz H.,62.0,9.0,826.0,3065.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,4.0,1.25,3.68,1.33,4.01,1.33,3.63,1.28,,,0.2654690618762475,0.7345309381237526,4.01,1.33,max,0.24937655860349128,0.7518796992481203,0.06453093812375243,-0.023073852295409036
19.0,Miami,Miami Open,2023-03-27,Masters 1000,Outdoor,Hard,3rd Round,3,Eubanks C.,Barrere G.,119.0,65.0,479.0,801.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.1,1.73,2.18,1.77,2.25,1.91,2.08,1.74,,,0.44810126582278476,0.5518987341772151,2.25,1.91,max,0.4444444444444444,0.5235602094240838,0.008227848101265645,0.054126582278480884
19.0,Miami,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,3rd Round,3,Sonego L.,Tiafoe F.,59.0,14.0,835.0,2710.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,3.4,1.33,3.28,1.39,3.4,1.4,3.12,1.36,,,0.297644539614561,0.7023554603854391,3.4,1.4,max,0.29411764705882354,0.7142857142857143,0.011991434689507363,-0.016702355460385343
19.0,Miami,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Sinner J.,Rublev A.,11.0,7.0,2925.0,3390.0,6.0,2.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.56,2.6,1.58,2.69,1.51,2.54,,,0.625,0.375,1.58,2.69,max,0.6329113924050632,0.3717472118959108,-0.012499999999999956,0.008750000000000036
19.0,Miami,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Fritz T.,Rune H.,10.0,8.0,2975.0,3325.0,6.0,3.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.74,2.24,1.74,2.3,1.66,2.2,,,0.5628140703517588,0.4371859296482412,1.74,2.3,max,0.5747126436781609,0.4347826086956522,-0.020703517587939757,0.005527638190954809
19.0,Miami,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Ruusuvuori E.,Van De Zandschulp B.,54.0,32.0,866.0,1170.0,4.0,6.0,6.0,4.0,7.0,5.0,,,,,2.0,1.0,Completed,1.67,2.2,1.63,2.44,1.68,2.44,1.62,2.28,,,0.5995085995085995,0.4004914004914005,1.68,2.44,max,0.5952380952380952,0.4098360655737705,0.007174447174447041,-0.02280098280098286
19.0,Miami,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Alcaraz C.,Paul T.,1.0,19.0,7420.0,2045.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.17,6.02,1.17,6.05,1.15,5.47,,,0.8372739916550765,0.1627260083449235,1.17,6.05,max,0.8547008547008548,0.1652892561983471,-0.020389429763560507,-0.015507649513212818
19.0,Miami,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Khachanov K.,Tsitsipas S.,16.0,3.0,2505.0,5770.0,7.0,6.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.87,2.02,2.0,2.03,1.84,1.95,,,0.5192802056555269,0.48071979434447304,2.0,2.03,max,0.5,0.4926108374384237,0.03856041131105381,-0.024138817480719776
19.0,Miami,Miami Open,2023-03-28,Masters 1000,Outdoor,Hard,4th Round,3,Eubanks C.,Mannarino A.,119.0,62.0,479.0,826.0,7.0,6.0,7.0,6.0,,,,,,,2.0,0.0,Completed,2.5,1.53,2.66,1.54,2.69,1.65,2.47,1.53,,,0.36666666666666664,0.6333333333333333,2.69,1.65,max,0.3717472118959108,0.6060606060606061,-0.013666666666666716,0.04499999999999993
19.0,Miami,Miami Open,2023-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Cerundolo F.,Sonego L.,31.0,59.0,1320.0,835.0,3.0,6.0,6.0,3.0,6.0,2.0,,,,,2.0,1.0,Completed,2.3,1.62,2.37,1.66,2.37,1.66,2.27,1.62,,,0.411910669975186,0.5880893300248139,2.37,1.66,max,0.42194092827004215,0.6024096385542169,-0.023771712158809133,-0.023771712158809022
19.0,Miami,Miami Open,2023-03-29,Masters 1000,Outdoor,Hard,4th Round,3,Medvedev D.,Halys Q.,5.0,79.0,4330.0,705.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.07,9.0,1.09,9.1,1.1,9.59,1.07,8.27,,,0.8930323846908734,0.1069676153091266,1.1,9.59,max,0.9090909090909091,0.10427528675703858,-0.017664376840039187,0.02581943081452409
19.0,Miami,Miami Open,2023-03-29,Masters 1000,Outdoor,Hard,Quarterfinals,3,Sinner J.,Ruusuvuori E.,11.0,54.0,2925.0,866.0,6.0,3.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.13,6.0,1.14,7.04,1.2,7.04,1.13,6.07,,,0.8606356968215159,0.1393643031784841,1.2,7.04,max,0.8333333333333334,0.14204545454545456,0.03276283618581899,-0.01887530562347184
19.0,Miami,Miami Open,2023-03-30,Masters 1000,Outdoor,Hard,Quarterfinals,3,Medvedev D.,Eubanks C.,5.0,119.0,4330.0,479.0,6.0,3.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.04,13.0,1.05,15.04,1.05,15.39,1.04,11.43,,,0.9347420758234929,0.06525792417650715,1.05,15.39,max,0.9523809523809523,0.0649772579597141,-0.018520820385332426,0.00431945307644499
19.0,Miami,Miami Open,2023-03-30,Masters 1000,Outdoor,Hard,Quarterfinals,3,Khachanov K.,Cerundolo F.,16.0,31.0,2505.0,1320.0,6.0,3.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.36,3.2,1.41,3.18,1.41,3.25,1.36,3.1,,,0.6928104575163399,0.3071895424836601,1.41,3.25,max,0.7092198581560284,0.3076923076923077,-0.023137254901960835,-0.0016339869281046804
19.0,Miami,Miami Open,2023-03-31,Masters 1000,Outdoor,Hard,Quarterfinals,3,Alcaraz C.,Fritz T.,1.0,10.0,7420.0,2975.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.22,4.33,1.26,4.28,1.26,4.59,1.23,4.19,,,0.7725631768953068,0.22743682310469315,1.26,4.59,max,0.7936507936507936,0.2178649237472767,-0.026570397111913335,0.04393501805054156
19.0,Miami,Miami Open,2023-03-31,Masters 1000,Outdoor,Hard,Semifinals,3,Medvedev D.,Khachanov K.,5.0,16.0,4330.0,2505.0,7.0,6.0,3.0,6.0,6.0,3.0,,,,,2.0,1.0,Completed,1.2,4.5,1.23,4.77,1.23,5.34,1.2,4.59,,,0.7949999999999999,0.205,1.23,5.34,max,0.8130081300813008,0.18726591760299627,-0.022150000000000114,0.0947
19.0,Miami,Miami Open,2023-04-01,Masters 1000,Outdoor,Hard,Semifinals,3,Sinner J.,Alcaraz C.,11.0,1.0,2925.0,7420.0,6.0,7.0,6.0,4.0,6.0,2.0,,,,,2.0,1.0,Completed,3.0,1.4,3.05,1.44,3.23,1.44,2.92,1.4,,,0.3207126948775056,0.6792873051224944,3.23,1.44,max,0.30959752321981426,0.6944444444444444,0.035902004454342995,-0.02182628062360814
19.0,Miami,Miami Open,2023-04-02,Masters 1000,Outdoor,Hard,The Final,3,Medvedev D.,Sinner J.,5.0,11.0,4330.0,2925.0,7.0,5.0,6.0,3.0,,,,,,,2.0,0.0,Completed,1.91,1.91,1.93,1.98,1.99,2.02,1.87,1.93,,,0.5063938618925831,0.4936061381074168,1.99,2.02,max,0.5025125628140703,0.49504950495049505,0.007723785166240393,-0.002915601023018022
20.0,Estoril,Estoril Open,2023-04-03,ATP250,Outdoor,Clay,1st Round,3,Cachin P.,Tseng C.H.,67.0,145.0,773.0,401.0,6.0,4.0,6.0,4.0,,,,,,,2.0,0.0,Completed,1.62,2.3,1.7,2.26,1.7,2.38,1.64,2.25,,,0.5707070707070707,0.42929292929292934,1.7,2.38,max,0.5882352941176471,0.42016806722689076,-0.029797979797979823,0.0217171717171718
20.0,Estoril,Estoril Open,2023-04-03,ATP250,Outdoor,Clay,1st Round,3,Baez S.,Albot R.,32.0,106.0,1170.0,523.0,7.0,5.0,7.0,6.0,,,,,,,2.0,0.0,Completed,1.14,5.5,1.14,6.54,1.15,6.54,1.13,5.82,,,0.8515625,0.14843749999999997,1.15,6.54,max,0.8695652173913044,0.1529051987767584,-0.020703125000000044,-0.029218750000000182
20.0,Estoril,Estoril Open,2023-04-03,ATP250,Outdoor,Clay,1st Round,3,Cecchinato M.,Schwartzman D.,96.0,36.0,605.0,1025.0,6.0,3.0,7.0,6.0,,,,,,,2.0,0.0,Completed,3.2,1.36,3.17,1.4,3.45,1.41,3.06,1.36,,,0.3063457330415755,0.6936542669584246,3.45,1.41,max,0.2898550724637681,0.7092198581560284,0.05689277899343548,-0.02194748358862142
20.0,Estoril,Estoril Open,2023-04-03,ATP250,Outdoor,Clay,1st Round,3,Fognini F.,Giannessi A.,97.0,224.0,593.0,254.0,6.0,2.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.5,2.63,1.52,2.7,1.57,2.75,1.5,2.56,,,0.6398104265402844,0.36018957345971564,1.57,2.75,max,0.6369426751592356,0.36363636363636365,0.004502369668246464,-0.009478672985781977
20.0,Estoril,Estoril Open,2023-04-04,ATP250,Outdoor,Clay,1st Round,3,Kecmanovic M.,Nardi L.,40.0,161.0,985.0,372.0,6.0,4.0,6.0,1.0,,,,,,,2.0,0.0,Completed,1.29,3.75,1.32,3.64,1.33,3.75,1.3,3.43,,,0.7338709677419355,0.2661290322580645,1.33,3.75,max,0.7518796992481203,0.26666666666666666,-0.023951612903225783,-0.0020161290322581182
20.0,Estoril,Estoril Open,2023-04-04,ATP250,Outdoor,Clay,1st Round,3,Zapata Miralles B.,Rocha H.,43.0,596.0,952.0,53.0,6.0,4.0,6.0,2.0,,,,,,,2.0,0.0,Completed,1.2,4.5,1.24,4.46,1.25,4.7,1.21,4.28,,,0.7824561403508772,0.2175438596491228,1.25,4.7,max,0.8,0.2127659574468085,-0.021929824561403466,0.022456140350877174
20.0,Estoril,Estoril Open,2023-04-04,ATP250,Outdoor,Clay,1st Round,3,Shelton B.,Lestienne C.,39.0,63.0,999.0,798.0,7.0,5.0,7.0,5.0,,,,,,,2.0,0.0,Completed,1.57,2.38,1.62,2.44,1.73,2.59,1.61,2.29,,,0.6009852216748769,0.3990147783251232,1.73,2.59,max,0.5780346820809249,0.3861003861003861,0.03970443349753694,0.03344827586206911
20.0,Estoril,Estoril Open,2023-04-04,ATP250,Outdoor,Clay,1st Round,3,Van Assche L.,Sousa P.,91.0,475.0,640.0,82.0,6.0,7.0,6.0,3.0,6.0,1.0,,,,,2.0,1.0,Completed,1.33,3.4,1.41,3.14,1.41,3.55,1.34,3.23,,,0.6901098901098901,0.30989010989010984,1.41,3.55,max,0.7092198581560284,0.28169014084507044,-0.026945054945055058,0.1001098901098898
